AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,DayOfWeek,DeviceID_transaction_count,DeviceID_account_count,MerchantID_device_count,DeviceID_location_count,TransactionAmount_by_LoginAttempts,TimeSincePreviousTransaction
AC00149,35.73,2024-11-04 08:11:09,Debit,Miami,D000693,205.69.66.135,M028,Branch,65,Doctor,87,1,9073.17,2023-06-12 16:48:03,Monday,4,4,33,4,35.73,510.6410416666667
AC00084,3.44,2024-11-04 08:12:20,Debit,Fort Worth,D000389,45.64.74.86,M004,ATM,78,Retired,108,1,7561.33,2023-01-19 17:24:30,Thursday,4,4,31,4,3.44,654.6165509259259
AC00466,1342.25,2024-11-04 08:08:00,Credit,Fort Worth,D000643,28.149.72.129,M032,Branch,21,Student,235,1,694.03,2023-04-28 18:11:55,Friday,5,5,24,5,1342.25,555.5806134259259
AC00359,139.03,2024-11-04 08:11:29,Credit,Los Angeles,D000359,147.125.143.41,M076,Online,50,Engineer,81,1,2276.57,2023-08-30 18:00:09,Wednesday,5,5,21,4,139.03,431.5912037037037
AC00023,254.92,2024-11-04 08:07:18,Credit,San Antonio,D000088,198.24.183.157,M064,ATM,28,Engineer,169,1,2791.12,2023-09-18 16:04:06,Monday,5,5,29,5,254.92,412.6688888888889
AC00366,115.11,2024-11-04 08:10:18,Debit,Albuquerque,D000632,190.164.160.79,M011,Online,28,Engineer,139,1,9808.97,2023-05-05 17:34:22,Friday,3,3,25,3,115.11,548.608287037037
AC00170,171.11,2024-11-04 08:08:40,Debit,San Francisco,D000172,55.154.161.250,M084,ATM,57,Retired,171,1,6324.09,2023-05-15 16:52:24,Monday,6,6,27,5,171.11,538.6362962962963
AC00130,168.54,2024-11-04 08:08:14,Debit,Oklahoma City,D000467,119.105.89.125,M064,ATM,70,Doctor,142,2,13406.0,2023-02-02 16:13:13,Thursday,2,2,29,2,337.08,640.6632060185185
AC00183,420.76,2024-11-04 08:08:38,Debit,Miami,D000329,76.0.164.168,M054,Branch,51,Retired,76,1,6581.55,2023-02-23 16:04:35,Thursday,2,2,27,2,420.76,619.6694791666666
AC00219,408.46,2024-11-04 08:08:20,Debit,Raleigh,D000669,201.95.180.152,M058,Branch,64,Retired,28,1,3140.79,2023-03-01 16:17:46,Wednesday,6,6,27,5,408.46,613.6601157407407
AC00354,1162.42,2024-11-04 08:09:09,Credit,Detroit,D000153,62.152.134.92,M009,Online,30,Doctor,45,1,10357.26,2023-08-23 16:35:42,Wednesday,4,4,30,4,1162.42,438.6482291666667
AC00290,342.17,2024-11-04 08:08:32,Credit,New York,D000532,91.204.200.167,M033,Branch,21,Student,247,1,461.83,2023-12-14 16:09:42,Thursday,4,4,27,3,342.17,325.66585648148146
AC00425,580.71,2024-11-04 08:10:54,Debit,Philadelphia,D000203,115.30.82.168,M046,ATM,53,Engineer,95,1,5670.0,2023-09-20 16:37:48,Wednesday,9,9,25,8,580.71,410.6479861111111
AC00370,821.54,2024-11-04 08:11:57,Credit,Atlanta,D000142,19.111.192.175,M044,Branch,79,Retired,36,1,4040.32,2023-08-22 18:11:16,Tuesday,9,9,24,6,821.54,439.5838078703704
AC00454,253.47,2024-11-04 08:08:12,Debit,Atlanta,D000388,81.248.235.147,M077,Branch,20,Student,238,1,220.51,2023-06-14 17:07:08,Wednesday,5,5,16,5,253.47,508.62574074074075
AC00403,22.81,2024-11-04 08:07:59,Debit,New York,D000065,81.102.230.41,M083,Online,62,Retired,75,1,3634.76,2023-05-29 17:53:03,Monday,2,2,22,2,22.81,524.5937037037037
AC00358,266.57,2024-11-04 08:07:10,Credit,Boston,D000058,140.94.123.72,M026,Online,39,Engineer,96,1,7180.48,2023-07-03 17:56:59,Monday,6,6,42,6,266.57,489.5904050925926
AC00296,374.61,2024-11-04 08:11:24,Credit,Mesa,D000056,34.125.226.63,M079,Online,75,Retired,37,1,1389.71,2023-08-29 18:30:36,Tuesday,5,4,13,4,374.61,432.57
AC00393,339.35,2024-11-04 08:08:17,Credit,Boston,D000099,197.23.128.119,M084,ATM,78,Retired,70,1,5002.7,2023-02-03 16:08:47,Friday,5,5,27,5,339.35,639.6663194444444
AC00223,810.36,2024-11-04 08:07:19,Debit,Columbus,D000393,139.23.212.102,M081,ATM,20,Student,67,1,9239.12,2023-01-17 16:59:03,Tuesday,3,3,23,3,810.36,656.6307407407407
AC00487,9.83,2024-11-04 08:09:03,Debit,Memphis,D000054,210.98.198.143,M004,ATM,24,Student,86,1,666.42,2023-07-24 17:04:17,Monday,4,4,31,3,9.83,468.62831018518517
AC00215,135.57,2024-11-04 08:11:44,Credit,Boston,D000225,147.119.62.178,M073,Branch,51,Doctor,116,1,11351.64,2023-06-14 17:17:34,Wednesday,5,5,23,5,135.57,508.6209490740741
AC00275,340.05,2024-11-04 08:07:43,Debit,Detroit,D000196,163.58.140.206,M038,ATM,43,Engineer,37,1,7234.15,2023-10-27 17:26:53,Friday,4,4,30,4,340.05,373.61168981481484
AC00482,283.45,2024-11-04 08:08:51,Debit,Colorado Springs,D000399,128.16.32.183,M039,Branch,27,Engineer,127,1,2049.51,2023-10-17 17:24:47,Tuesday,4,4,25,4,283.45,383.6139351851852
AC00357,100.99,2024-11-04 08:09:12,Debit,New York,D000466,109.105.179.186,M078,ATM,68,Doctor,114,1,8865.27,2023-05-29 16:20:29,Monday,4,4,23,4,100.99,524.6588310185185
AC00026,90.88,2024-11-04 08:07:13,Debit,Albuquerque,D000449,196.244.194.198,M071,Branch,18,Student,176,1,3908.47,2023-02-20 16:48:49,Monday,5,5,27,5,90.88,622.6377777777777
AC00416,655.15,2024-11-04 08:07:15,Debit,Seattle,D000626,11.167.243.171,M083,ATM,26,Engineer,264,1,5587.44,2023-01-02 16:22:54,Monday,8,7,22,7,655.15,671.6557986111111
AC00058,320.55,2024-11-04 08:08:14,Debit,Milwaukee,D000549,199.6.127.153,M041,Online,50,Engineer,118,1,438.75,2023-05-01 17:11:47,Monday,6,5,20,6,320.55,552.6225347222222
AC00170,41.51,2024-11-04 08:11:54,Debit,Phoenix,D000688,16.51.235.240,M084,Online,28,Student,48,1,609.6,2023-10-04 16:47:33,Wednesday,3,3,27,3,41.51,396.64190972222224
AC00262,71.53,2024-11-04 08:12:00,Credit,Jacksonville,D000420,11.188.75.155,M030,Branch,68,Retired,39,1,2393.73,2023-10-30 16:49:25,Monday,4,4,26,3,71.53,370.64068287037037
AC00032,467.13,2024-11-04 08:06:58,Credit,Kansas City,D000025,162.151.179.167,M096,Branch,54,Retired,45,1,3914.84,2023-09-28 17:18:26,Thursday,2,2,28,2,467.13,402.61703703703705
AC00131,235.4,2024-11-04 08:10:13,Debit,Detroit,D000141,73.108.76.238,M038,Branch,28,Student,70,1,818.36,2023-09-26 17:02:25,Tuesday,5,5,30,5,235.4,404.6304166666667
AC00176,159.32,2024-11-04 08:10:32,Debit,Seattle,D000446,37.227.215.145,M033,Branch,18,Student,100,1,304.44,2023-01-16 18:57:13,Monday,3,3,27,3,159.32,657.5509143518518
AC00139,50.83,2024-11-04 08:10:06,Credit,Philadelphia,D000421,190.164.160.79,M076,Online,30,Doctor,48,1,9553.42,2023-12-18 16:06:14,Monday,4,4,21,4,50.83,321.66935185185184
AC00056,56.89,2024-11-04 08:09:52,Credit,Houston,D000120,31.127.129.152,M062,Branch,59,Engineer,56,1,3034.67,2023-02-03 18:03:56,Friday,2,2,29,2,56.89,639.5874537037037
AC00276,20.22,2024-11-04 08:06:32,Debit,Jacksonville,D000123,170.225.23.251,M003,ATM,43,Engineer,138,1,5515.32,2023-03-10 18:26:19,Friday,3,3,25,3,20.22,604.5695949074075
AC00447,50.4,2024-11-04 08:07:17,Debit,San Antonio,D000565,44.197.126.59,M079,Branch,36,Doctor,84,1,1677.01,2023-03-27 17:02:44,Monday,3,3,13,3,50.4,587.6281597222222
AC00143,73.88,2024-11-04 08:08:11,Debit,Los Angeles,D000405,134.140.85.231,M009,Branch,53,Retired,131,1,4055.55,2023-05-08 17:42:36,Monday,4,4,30,4,73.88,545.601099537037
AC00139,119.61,2024-11-04 08:07:28,Debit,San Diego,D000102,99.205.173.118,M017,ATM,33,Doctor,53,1,9899.94,2023-03-14 16:21:01,Tuesday,5,5,22,5,119.61,600.6572569444445
AC00208,1241.05,2024-11-04 08:11:48,Debit,Miami,D000105,156.96.135.18,M089,Branch,18,Student,129,1,756.74,2023-11-21 16:26:41,Tuesday,5,5,22,5,1241.05,348.65633101851853
AC00426,116.58,2024-11-04 08:06:50,Debit,Raleigh,D000646,20.147.6.179,M038,Branch,43,Engineer,247,1,2620.74,2023-08-31 16:38:18,Thursday,4,4,30,4,116.58,430.6448148148148
AC00423,1919.11,2024-11-04 08:10:27,Debit,Portland,D000191,207.157.126.125,M033,ATM,30,Doctor,161,1,11090.24,2023-06-27 17:48:25,Tuesday,5,5,27,5,1919.11,495.59863425925926
AC00381,391.96,2024-11-04 08:06:47,Debit,Nashville,D000452,121.67.144.20,M032,ATM,64,Retired,79,1,2174.16,2023-06-19 16:21:58,Monday,4,4,24,4,391.96,503.6561226851852
AC00458,156.26,2024-11-04 08:09:29,Credit,Virginia Beach,D000134,51.196.87.214,M059,Branch,46,Engineer,160,1,7854.1,2023-01-02 17:49:44,Monday,3,3,27,3,156.26,671.5970486111111
AC00014,427.0,2024-11-04 08:07:30,Credit,Oklahoma City,D000629,183.39.94.209,M065,Branch,49,Engineer,163,1,8253.65,2023-07-31 17:04:29,Monday,2,2,33,2,427.0,461.6270949074074
AC00071,443.68,2024-11-04 08:10:26,Debit,Tucson,D000400,16.94.155.46,M012,ATM,18,Student,137,1,874.15,2023-04-25 18:58:32,Tuesday,3,3,19,3,443.68,558.5499305555555
AC00054,101.76,2024-11-04 08:11:08,Debit,Philadelphia,D000374,78.69.172.205,M071,Branch,31,Doctor,26,1,6043.25,2023-02-20 17:27:24,Monday,4,4,27,4,101.76,622.6137037037037
AC00182,67.57,2024-11-04 08:11:15,Debit,Charlotte,D000498,165.35.58.173,M093,Branch,37,Engineer,107,1,2766.12,2023-08-17 16:44:38,Thursday,5,5,21,3,67.57,444.6434837962963
AC00257,326.29,2024-11-04 08:10:44,Debit,Denver,D000184,6.44.165.160,M025,Online,56,Engineer,179,1,8171.26,2023-12-06 17:10:35,Wednesday,5,5,29,5,326.29,333.6251041666667
AC00006,158.56,2024-11-04 08:10:48,Debit,Sacramento,D000027,218.238.171.184,M087,ATM,33,Doctor,100,1,5401.21,2023-02-28 17:28:13,Tuesday,3,3,25,3,158.56,614.6129050925925
AC00424,56.02,2024-11-04 08:07:58,Debit,Memphis,D000455,81.248.235.147,M003,Online,27,Student,142,1,3548.02,2023-06-19 17:50:29,Monday,3,3,25,3,56.02,503.59547453703703
AC00131,288.28,2024-11-04 08:06:33,Debit,Portland,D000127,191.25.177.160,M087,Online,27,Student,36,1,160.83,2023-01-17 17:11:24,Tuesday,3,3,25,3,288.28,656.6216319444444
AC00133,245.67,2024-11-04 08:07:45,Credit,Portland,D000097,3.77.114.6,M088,Branch,24,Student,107,1,752.25,2023-01-02 18:35:07,Monday,5,5,30,5,245.67,671.5643287037037
AC00393,152.18,2024-11-04 08:10:50,Credit,Los Angeles,D000637,40.244.94.218,M093,Online,39,Engineer,176,4,2459.84,2023-08-07 16:57:22,Monday,4,4,21,4,608.72,454.6343518518519
AC00361,114.35,2024-11-04 08:10:13,Credit,El Paso,D000264,193.221.15.59,M025,Branch,41,Engineer,21,1,469.12,2023-11-27 16:16:19,Monday,7,7,29,7,114.35,342.66243055555555
AC00092,373.27,2024-11-04 08:06:36,Credit,Miami,D000090,35.67.21.23,M053,Online,61,Doctor,79,1,8441.61,2023-07-18 18:03:03,Tuesday,2,2,24,2,373.27,474.5857986111111
AC00049,504.63,2024-11-04 08:07:50,Debit,Portland,D000129,77.21.150.75,M068,Online,60,Engineer,168,1,3806.16,2023-11-13 17:07:10,Monday,8,8,30,7,504.63,356.62546296296296
AC00023,126.22,2024-11-04 08:07:41,Debit,Atlanta,D000094,9.230.41.239,M081,ATM,46,Engineer,77,4,6133.41,2023-05-04 16:25:15,Thursday,2,2,23,2,504.88,549.6544675925926
AC00323,820.15,2024-11-04 08:10:34,Debit,Kansas City,D000281,13.188.62.74,M093,Branch,47,Doctor,181,1,8802.97,2023-12-18 16:33:01,Monday,7,7,21,5,820.15,321.6510763888889
AC00372,986.81,2024-11-04 08:09:09,Credit,Houston,D000093,145.76.10.8,M039,Online,68,Doctor,127,1,14881.77,2023-03-31 16:52:35,Friday,2,2,25,2,986.81,583.6365046296296
AC00497,8.37,2024-11-04 08:11:23,Debit,Colorado Springs,D000425,143.212.47.226,M011,ATM,63,Retired,135,1,1106.34,2023-01-12 16:21:27,Thursday,1,1,25,1,8.37,661.659675925926
AC00130,197.49,2024-11-04 08:06:40,Credit,Fresno,D000649,167.67.137.223,M007,Online,53,Retired,30,1,5005.33,2023-07-03 16:36:45,Monday,8,8,29,6,197.49,489.64577546296294
AC00034,637.97,2024-11-04 08:07:56,Debit,New York,D000646,104.165.213.58,M066,Branch,58,Retired,90,1,7949.03,2023-10-23 17:17:18,Monday,4,4,34,4,637.97,377.6184953703704
AC00286,13.52,2024-11-04 08:06:30,Debit,Seattle,D000584,167.67.137.223,M001,ATM,26,Student,65,1,259.77,2023-05-15 16:51:28,Monday,3,3,31,3,13.52,538.6354398148148
AC00232,432.1,2024-11-04 08:10:16,Debit,San Francisco,D000264,182.84.41.229,M048,ATM,49,Engineer,240,1,2114.3,2023-03-20 16:28:17,Monday,7,7,26,7,432.1,594.6541550925926
AC00182,375.17,2024-11-04 08:11:26,Debit,Fort Worth,D000226,112.196.12.19,M053,ATM,51,Engineer,66,2,5495.3,2023-06-08 17:20:53,Thursday,3,3,24,3,750.34,514.6184375
AC00136,642.68,2024-11-04 08:08:38,Debit,Fresno,D000269,56.116.189.0,M034,Branch,50,Doctor,94,1,8461.46,2023-02-17 16:57:11,Friday,6,6,21,6,642.68,625.6329513888888
AC00101,78.44,2024-11-04 08:10:39,Credit,San Jose,D000476,35.246.53.10,M033,Online,52,Retired,292,1,6870.84,2023-11-21 17:25:30,Tuesday,4,4,27,4,78.44,348.6146875
AC00328,139.72,2024-11-04 08:08:24,Debit,Memphis,D000516,219.98.242.240,M033,Branch,49,Engineer,201,1,5058.83,2023-01-16 17:53:00,Monday,4,4,27,4,139.72,657.5940277777778
AC00356,499.99,2024-11-04 08:09:05,Debit,San Jose,D000100,9.230.41.239,M046,Branch,31,Engineer,296,1,8885.0,2023-08-02 16:01:17,Wednesday,4,4,25,4,499.99,459.6720833333333
AC00312,10.07,2024-11-04 08:08:57,Debit,Albuquerque,D000494,23.92.205.75,M029,Online,24,Student,49,1,530.81,2023-01-17 16:47:41,Tuesday,5,5,25,5,10.07,656.6397685185185
AC00242,120.62,2024-11-04 08:06:39,Debit,Raleigh,D000024,134.222.122.238,M087,ATM,23,Student,85,1,9379.53,2023-02-27 16:37:11,Monday,4,4,25,4,120.62,615.6454629629629
AC00123,578.49,2024-11-04 08:06:50,Debit,Nashville,D000463,194.88.79.54,M032,Branch,59,Retired,180,1,6475.13,2023-10-16 17:46:51,Monday,3,3,24,3,578.49,384.5972106481481
AC00071,119.3,2024-11-04 08:08:55,Debit,Mesa,D000597,90.111.245.138,M058,Branch,34,Engineer,22,5,319.04,2023-08-28 16:08:54,Monday,3,3,27,3,596.5,433.66667824074074
AC00370,280.92,2024-11-04 08:06:41,Debit,Phoenix,D000320,120.170.93.69,M048,Online,41,Doctor,168,1,5298.85,2024-01-01 18:21:50,Monday,6,6,26,6,280.92,307.5728125
AC00330,42.42,2024-11-04 08:09:11,Debit,Sacramento,D000068,61.95.76.233,M042,Online,21,Student,102,1,490.57,2023-06-01 17:19:57,Thursday,2,2,28,2,42.42,521.6175231481482
AC00218,77.03,2024-11-04 08:08:06,Debit,Fresno,D000681,121.67.144.20,M030,ATM,67,Doctor,259,1,11310.27,2023-06-19 16:57:53,Monday,3,3,26,2,77.03,503.6320949074074
AC00437,22.59,2024-11-04 08:08:22,Debit,Seattle,D000048,113.115.81.178,M060,ATM,62,Retired,45,1,3988.75,2023-03-27 16:12:36,Monday,2,2,28,2,22.59,587.6637268518518
AC00287,568.76,2024-11-04 08:12:09,Debit,Baltimore,D000221,63.191.171.41,M097,ATM,51,Retired,155,1,7484.32,2023-10-09 16:48:50,Monday,6,6,26,5,568.76,391.64119212962964
AC00418,25.94,2024-11-04 08:06:38,Credit,San Jose,D000232,42.219.228.159,M003,Online,58,Retired,211,5,4815.11,2023-10-16 18:53:31,Monday,7,7,25,7,129.70000000000002,384.550775462963
AC00465,105.94,2024-11-04 08:09:59,Debit,Oklahoma City,D000532,160.212.125.105,M074,Branch,51,Engineer,207,1,5963.1,2023-08-07 16:02:55,Monday,4,4,27,3,105.94,454.6715740740741
AC00011,733.29,2024-11-04 08:07:12,Debit,Virginia Beach,D000618,16.51.235.240,M032,ATM,52,Doctor,94,5,10427.0,2023-03-15 18:42:16,Wednesday,5,5,24,5,3666.45,599.5589814814815
AC00432,350.15,2024-11-04 08:08:37,Credit,Fresno,D000234,11.167.243.171,M052,ATM,21,Student,195,1,296.47,2023-11-27 16:18:25,Monday,2,2,26,2,350.15,342.6598611111111
AC00240,1151.18,2024-11-04 08:07:02,Debit,Kansas City,D000208,72.192.101.196,M055,ATM,65,Doctor,105,1,1100.06,2023-08-25 17:26:27,Friday,3,3,22,3,1151.18,436.61151620370373
AC00497,183.67,2024-11-04 08:11:05,Debit,San Diego,D000187,77.7.223.184,M085,Online,19,Student,238,1,910.26,2023-06-26 16:11:29,Monday,6,6,25,6,183.67,496.6663888888889
AC00026,278.27,2024-11-04 08:09:58,Debit,Tucson,D000141,87.234.36.48,M027,Branch,29,Doctor,123,1,6684.34,2023-04-10 16:47:55,Monday,5,5,17,5,278.27,573.6403125
AC00277,470.3,2024-11-04 08:08:00,Debit,Austin,D000695,41.110.46.150,M091,ATM,40,Doctor,88,1,8524.09,2023-09-12 18:46:45,Tuesday,2,2,30,2,470.3,418.5564236111111
AC00116,261.69,2024-11-04 08:09:09,Debit,Philadelphia,D000117,197.52.3.107,M042,ATM,53,Retired,84,1,5126.65,2023-11-27 17:29:25,Monday,3,3,28,3,261.69,342.6109259259259
AC00367,365.04,2024-11-04 08:12:08,Debit,Virginia Beach,D000232,86.220.59.252,M003,Branch,22,Student,94,1,873.89,2023-03-06 16:29:57,Monday,7,7,25,7,365.04,608.6542939814815
AC00030,211.1,2024-11-04 08:07:01,Debit,Miami,D000653,19.228.76.177,M070,Branch,57,Retired,136,1,7059.77,2023-09-14 16:58:48,Thursday,3,3,32,3,211.1,416.63070601851854
AC00111,21.49,2024-11-04 08:08:08,Debit,Denver,D000108,60.43.160.195,M050,ATM,58,Doctor,240,1,11991.24,2023-05-04 16:51:17,Thursday,5,4,24,5,21.49,549.6367013888889
AC00220,63.58,2024-11-04 08:11:56,Debit,Columbus,D000081,163.129.70.210,M093,ATM,18,Student,199,1,8086.04,2023-09-11 17:43:14,Monday,3,3,21,3,63.58,419.6032638888889
AC00295,321.86,2024-11-04 08:06:35,Debit,San Antonio,D000554,141.241.241.128,M005,ATM,63,Doctor,167,1,12626.49,2023-07-24 16:25:51,Monday,3,3,32,3,321.86,468.65328703703705
AC00137,12.11,2024-11-04 08:07:10,Debit,Jacksonville,D000577,57.141.198.111,M038,Branch,75,Retired,127,1,1730.28,2023-12-12 16:17:27,Tuesday,4,4,30,4,12.11,327.65952546296296
AC00004,642.54,2024-11-04 08:10:37,Debit,Milwaukee,D000663,166.79.195.157,M025,Branch,44,Engineer,28,1,3143.17,2023-05-10 18:49:20,Wednesday,9,9,29,7,642.54,543.5564467592593
AC00442,210.45,2024-11-04 08:06:24,Debit,Las Vegas,D000547,144.91.150.133,M011,ATM,27,Student,146,1,1242.49,2023-12-11 16:47:05,Monday,5,5,25,5,210.45,328.63841435185185
AC00201,313.65,2024-11-04 08:10:49,Credit,Chicago,D000288,57.232.212.116,M017,Branch,55,Retired,173,1,1886.36,2023-01-30 16:08:07,Monday,4,4,22,4,313.65,643.6685416666667
AC00462,99.76,2024-11-04 08:06:26,Debit,Sacramento,D000501,38.164.132.63,M039,Branch,26,Student,131,1,416.89,2023-08-07 16:21:37,Monday,7,7,25,6,99.76,454.6561226851852
AC00390,115.32,2024-11-04 08:08:36,Debit,Denver,D000663,211.45.75.44,M075,Branch,53,Retired,113,1,5929.08,2023-07-25 17:24:07,Tuesday,9,9,19,7,115.32,467.61422453703705
AC00297,33.61,2024-11-04 08:08:40,Debit,Milwaukee,D000116,142.184.68.230,M014,Online,23,Student,72,1,479.08,2023-08-21 17:25:00,Monday,4,4,32,4,33.61,440.6136574074074
AC00173,498.59,2024-11-04 08:06:58,Credit,Oklahoma City,D000604,93.169.212.219,M032,Online,33,Doctor,32,1,5862.99,2023-01-30 16:20:26,Monday,4,4,24,4,498.59,643.6573148148149
AC00382,98.81,2024-11-04 08:08:11,Debit,San Francisco,D000430,38.210.156.148,M047,Branch,27,Student,91,1,797.1,2023-09-04 16:48:13,Monday,7,7,28,7,98.81,426.63886574074075
AC00175,1.87,2024-11-04 08:09:48,Debit,Washington,D000165,30.229.179.194,M014,ATM,65,Retired,147,1,7287.94,2023-10-20 18:34:41,Friday,5,5,32,5,1.87,380.56605324074076
AC00035,78.92,2024-11-04 08:08:28,Credit,Jacksonville,D000118,149.84.108.18,M075,Online,59,Engineer,95,1,5624.86,2023-06-15 18:57:42,Thursday,2,2,19,2,78.92,507.5491435185185
AC00219,194.29,2024-11-04 08:08:57,Credit,Seattle,D000307,160.65.101.37,M059,Branch,39,Engineer,10,1,2988.41,2023-01-23 16:05:42,Monday,2,2,27,2,194.29,650.6689236111112
AC00416,28.73,2024-11-04 08:08:37,Debit,Kansas City,D000384,93.52.44.101,M016,ATM,53,Engineer,185,1,2712.96,2023-10-31 16:11:57,Tuesday,6,6,22,6,28.73,369.66435185185185
AC00467,105.53,2024-11-04 08:10:14,Debit,Colorado Springs,D000003,53.131.194.183,M026,Online,24,Student,88,1,1433.66,2023-06-16 16:36:20,Friday,2,2,42,2,105.53,506.6485416666667
AC00465,737.34,2024-11-04 08:08:06,Debit,Miami,D000041,93.146.251.20,M006,Online,30,Doctor,34,1,7336.56,2023-03-20 17:45:22,Monday,4,4,16,4,737.34,594.5991203703703
AC00102,237.86,2024-11-04 08:10:20,Debit,Philadelphia,D000274,135.73.131.111,M044,ATM,18,Student,210,1,475.63,2023-02-06 17:48:39,Monday,5,5,24,5,237.86,636.5983912037037
AC00119,409.61,2024-11-04 08:10:16,Debit,Kansas City,D000618,197.23.128.119,M024,Branch,65,Doctor,89,1,11698.15,2023-07-26 16:05:48,Wednesday,5,5,20,5,409.61,466.66976851851854
AC00418,75.53,2024-11-04 08:07:11,Credit,Fresno,D000597,54.252.249.33,M009,Online,21,Student,157,1,1034.35,2023-08-21 17:36:05,Monday,3,3,30,3,75.53,440.60493055555554
AC00237,72.75,2024-11-04 08:07:19,Debit,Phoenix,D000413,105.136.156.29,M067,ATM,64,Doctor,15,1,12042.79,2023-05-01 16:30:03,Monday,8,7,25,8,72.75,552.6508796296297
AC00279,39.11,2024-11-04 08:08:27,Debit,Columbus,D000241,196.121.240.10,M052,Online,26,Student,143,1,518.54,2023-09-01 18:05:37,Friday,4,4,26,4,39.11,429.58530092592594
AC00067,1309.79,2024-11-04 08:11:14,Debit,San Francisco,D000251,3.200.166.167,M004,ATM,23,Student,139,1,1258.93,2023-03-06 16:33:43,Monday,2,2,31,2,1309.79,608.6510532407408
AC00043,729.38,2024-11-04 08:08:16,Debit,Los Angeles,D000443,99.205.173.118,M093,ATM,68,Doctor,90,1,9127.65,2023-11-14 17:23:43,Tuesday,7,7,21,7,729.38,355.6142708333333
AC00012,137.49,2024-11-04 08:07:04,Debit,Fort Worth,D000159,42.61.10.112,M040,ATM,34,Engineer,50,1,4471.05,2023-07-26 16:54:08,Wednesday,5,5,26,5,137.49,466.6339814814815
AC00244,504.71,2024-11-04 08:08:37,Debit,Detroit,D000009,24.148.92.177,M060,Online,29,Engineer,61,1,6214.54,2023-04-10 18:27:51,Monday,2,2,28,2,504.71,573.5699768518518
AC00395,371.47,2024-11-04 08:07:09,Credit,Milwaukee,D000661,32.71.250.58,M097,Branch,24,Student,58,1,1187.04,2023-05-30 16:15:10,Tuesday,4,4,26,4,371.47,523.661099537037
AC00253,430.35,2024-11-04 08:10:51,Debit,Charlotte,D000096,217.233.219.196,M007,Online,36,Doctor,205,1,354.9,2023-02-20 17:23:03,Monday,4,4,29,4,430.35,622.6165277777778
AC00394,230.32,2024-11-04 08:08:34,Debit,Las Vegas,D000272,49.174.157.140,M015,Branch,35,Engineer,56,1,791.46,2023-05-15 18:15:33,Monday,3,3,31,3,230.32,538.5784837962963
AC00457,121.71,2024-11-04 08:11:23,Debit,Chicago,D000674,77.208.193.198,M015,ATM,52,Retired,140,1,5878.89,2023-09-05 17:02:23,Tuesday,7,7,31,7,121.71,425.63125
AC00046,98.87,2024-11-04 08:06:58,Debit,Detroit,D000058,219.31.152.129,M060,Online,20,Student,179,1,533.2,2023-01-03 17:51:07,Tuesday,6,6,28,6,98.87,670.5943402777777
AC00011,117.55,2024-11-04 08:11:13,Debit,Fresno,D000088,4.101.189.38,M046,ATM,24,Student,35,1,897.94,2023-05-19 16:35:07,Friday,5,5,25,5,117.55,534.6500694444444
AC00045,244.64,2024-11-04 08:06:53,Debit,Tucson,D000172,66.255.7.16,M072,Branch,30,Doctor,103,1,9159.56,2023-02-21 18:41:39,Tuesday,6,6,15,5,244.64,621.5591898148148
AC00181,321.93,2024-11-04 08:07:51,Debit,Nashville,D000083,45.241.13.208,M092,ATM,45,Engineer,12,1,4392.73,2023-12-04 18:27:11,Monday,5,5,22,5,321.93,335.5699074074074
AC00149,1092.73,2024-11-04 08:07:50,Debit,Columbus,D000688,56.89.80.133,M064,Branch,58,Retired,11,1,1390.98,2023-01-23 17:24:29,Monday,3,3,29,3,1092.73,650.6134375
AC00288,283.23,2024-11-04 08:07:38,Debit,El Paso,D000695,146.69.70.214,M061,Online,40,Engineer,98,1,2008.77,2023-02-06 16:48:45,Monday,2,2,24,2,283.23,636.6381134259259
AC00014,346.65,2024-11-04 08:06:58,Debit,Washington,D000077,43.98.242.106,M062,Online,30,Engineer,60,1,6356.96,2024-01-01 16:17:13,Monday,4,4,29,4,346.65,307.6595486111111
AC00153,381.62,2024-11-04 08:11:46,Debit,Las Vegas,D000670,187.223.139.194,M097,Online,64,Retired,164,1,6009.12,2023-01-27 16:40:28,Friday,8,8,26,7,381.62,646.6467361111111
AC00164,388.65,2024-11-04 08:08:15,Debit,Oklahoma City,D000284,40.244.94.218,M065,ATM,76,Retired,43,1,7896.85,2023-02-21 16:02:33,Tuesday,4,4,33,4,388.65,621.670625
AC00159,29.22,2024-11-04 08:09:03,Debit,San Antonio,D000432,44.67.137.125,M068,ATM,24,Student,151,1,1649.43,2023-07-06 18:16:05,Thursday,4,4,30,4,29.22,486.57844907407406
AC00360,46.75,2024-11-04 08:09:20,Debit,Colorado Springs,D000469,196.244.194.198,M078,Branch,67,Retired,150,1,2840.43,2023-07-31 17:37:31,Monday,7,7,23,5,46.75,461.60542824074076
AC00326,348.64,2024-11-04 08:11:22,Debit,San Jose,D000221,134.222.122.238,M098,Online,57,Retired,128,1,3274.96,2023-06-09 17:12:09,Friday,6,6,22,5,348.64,513.6244560185186
AC00110,319.17,2024-11-04 08:08:49,Debit,Tucson,D000444,7.28.148.225,M088,Online,73,Retired,81,1,6501.56,2023-01-11 16:58:02,Wednesday,7,7,30,7,319.17,662.6324884259259
